word,phonetic,definition,translation,tag,context,collins,oxford,bnc,frq
boggle,'bɒgl,"v. startle with amazement or fear
v. hesitate when confronted with a problem, or when in doubt or fear","vi. 犹豫, 踌躇, 吃惊, 搪塞
vt. 搞坏
n. 犹豫, 吃惊",gre,"But even this extraordinary sophisticatedmodel, allowing for the storage of inherited as well asexperiential knowledge in a small space, leaves un-answered the most mind-boggling questions.",1,0,22280,21558
bohemian,bәu'hi:mjәn,"n. a native or inhabitant of Bohemia in the Czech Republic
n. a nonconformist writer or artist who lives an unconventional life
a. of or relating to Bohemia or its language or people
s. unconventional in especially appearance and behavior","n. 波希米亚人, 波希米亚语, 放浪者
a. 波希米亚人的, 放浪的, 波希米亚语的",gre,"A young, intelligent, artistic and""bohemian"" couple with whom I once attempted to work hada four-year marriage marked by almost daily screaming, dish-throwing and face-clawing quarrels, along with weekly casualinfidelity and monthly separations.",1,0,15426,14563
bombard,bɒm'bɑ:d,"v. throw bombs at or attack with bombs
v. address with continuously or persistently, as if with a barrage
v. direct high energy particles or radiation against","vt. 炮击, 攻击, 轰击
n. 射石炮",,We are daily bombardedwith new information as to the nature of reality.,1,0,13722,13039
Bombay,bɒm'bei,n a city in western India just off the coast of the Arabian Sea; India's 2nd largest city (after Calcutta); has the only natural deep-water harbor in western India,n. 孟买,,"If one is an Indian who was born and raised inBenares or Bombay, one is likely to become a Hindu andpossess what has been described as a pessimistic world view.",0,0,10356,0
botch,bɒtʃ,"v. make a mess of, destroy or ruin","v. 拙笨地修补, 糟蹋
n. 拙笨的修补, 难看的补缀",gre,"But I did notwant to see the answer, so it took me two hours to wadethrough the pain of accepting the fact that I had botched theevening by allowing my desire to win a chess game becomemore important than my desire to build a relationship withmy daughter.",1,0,33338,17866
bottomless,'bɔtәmlis,"s. extremely deep
a. having no bottom
s. having no apparent limits or bounds","a. 无底的, 无限的, 深不可测的, 没有根据的",,"It is as if within them they have an inner emptiness,a bottomless pit crying out to be filled but which can neverbe completely filled.",0,0,19955,16529
boundry,,,n. 边界；境界,,"I attempt not to think of the individual as a trueentity at all, and insofar as my intellectual limitationscompel me to think (or write) in terms of entities, Iconceive of the boundries of the individual as beingmarked by a most permeable membrane-a fence, ifyou will, instead of a wall; a fence through which,under which and over which other ""entities"" may climb,crawl or flow.",0,0,0,0
bout,baut,"n. a period of illness
n. a contest or fight (especially between boxers or wrestlers)","n. 一回, 回合, 较量
[医] 发作",gre,I am not clear about the matter of courage.,2,0,7659,5865
boyfriend,'bɔifrend,n. a man who is the lover of a girl or young woman,n. 男朋友,,"She thought of calling Bill, her old boyfriend.",2,1,4827,3378
brevity,'breviti,"n. the use of brief expressions
n. the attribute of being brief or fleeting","n. 短暂, 简短",,"There may, however, be some distortion by virtue of thebrevity of the case presentations.",0,0,18458,20046
briefly,'brifli,r. for a short time,"adv. 简短地, 扼要地, 简明地, 简单地",,At the outset I would like to comment briefly on this defi-nition before proceeding to a more thorough elaboration.,2,1,2529,3002
brindle,'brindl,s having a grey or brown streak or a pattern or a patchy coloring; used especially of the patterned fur of cats,"n. 斑, 斑纹",,,0,0,42684,40043
brutality,bru:'tæliti,n. a brutal barbarous savage act,"n. 残忍, 无慈悲, 野蛮的行为",,"In trying to understand what hashappened, the therapist recalls the obvious relish withwhich the woman had recounted the long history of herhusband's brutality and mistreatment.",1,0,11149,8623
brutally,,r in a vicious manner,"adv. 残忍地, 蛮横地",,,0,0,11685,10087
Buddha,'budә,"n. founder of Buddhism; worshipped as a god (c 563-483 BC)
n. one who has achieved a state of perfect enlightenment",n. 佛陀,,Buddhists tend to ignore the Buddha's sufferingand Christians forget Christ's joy.,1,0,22661,38528
bulwark,'bʌlwәk,"n. a fencelike structure around a deck (usually plural)
v. defend with a bulwark","n. 保障, 壁垒, 防波堤",,"On the other hand, I also knew that herinheritance represented something more for Rachel than justmoney; it was hers, something that would not desert her, abulwark of security in an uncommitted world.",0,0,18948,18990
busily,'bizili,r. in a busy manner,adv. 忙碌地,,"By the time she terminated therapy in thefourth year, Rachel had become a vivacious and openlypassionate person who was busily enjoying all that humanrelationships have to offer.",1,0,11627,15474
cackle,'kækl,"n. the sound made by a hen after laying an egg
n. a loud laugh suggestive of a hen's cackle
v. talk or utter in a cackling manner","n. 咯咯声, 高笑声, 饶舌, 闲谈
vi. 咯咯地叫, 咯咯地笑, 喋喋不休",,"For this sin the gods then punished Orestes byvisiting upon him the Furies, three ghastly harpies whocould be seen and heard only by him and who tormentedhim night and day with their cackling criticism andfrightening appearance.",0,0,23398,18985
callousness,'kæləsnis,n devoid of passion or feeling; hardheartedness,n. 麻木不仁,,"For another, such relearning would require himto revise his view of his parents-to realize that they did notlove him, that he did not have a normal childhood and thathis parents were not average in their callousness to hisneeds.",0,0,34095,27099
calmly,'kɑ:mli,r. with self-possession (especially in times of stress),"adv. 平静地, 安静地, 冷静地",,Some-times it is best to express it coldlyand calmly; at other times loudly and hotly.,1,1,6583,6989
Calvinistic,",kælvi'nistik",a of or relating to or characteristic of Calvinism or its adherents,"a. (法国宗教改革者)加尔文主义的, 加尔文教派的",,By this time some readers may feel saturated by theconcept of discipline and conclude that I am advocating astyle of life of Calvinistic dreariness.,0,0,39714,45068
cannot,'kænɒt," Am, is, or are, not able; -- written either as one word or
   two.","aux. 无法, 不能",,"I reallycannot explain that help, but the experience of it is hardlyunique.",0,1,0,0
cant,kænt,"n. insincere talk about religion or morals
v. heel over","n. 伪善之言, 黑话, 斜面, 角落
vi. 讲黑话, 倾斜",gre,One is the remarkable number of you who haveduring the course of your lives undergone--or are stillundergoing-significant psychotherapy either within theTwelve Step programs or at the hands of traditionalacademically trained therapists.,0,0,24482,28260
capitalist,'kæpitәlist,"n. a conservative advocate of capitalism
n. a person who invests capital in a business (especially a large business)
a. of or relating to capitalism or capitalists","n. 资本家, 资本主义者
a. 资本主义的",,"Sooner or later this ""capitalist"" approach tothe problem fails and he returns to find his untended basecamp a shambles, his neglected wife having beenhospitalized for a nervous breakdown, having run off withanother man, or in some other way having renounced herjob as camp caretaker.",2,0,3472,7856
capitalize,kә'pitәlaiz,"v. draw advantages from
v. supply with capital, as of a business by using a combination of capital used by investors and debt capital provided by lenders
v. write in capital letters
v. compute the present value of a business or an income","vt. 以大写字母写, 使资本化, 估计...的价值
[经] 资本化, 收益的现值化",gre,"Thewoman was able to break the cycle only after three years oftherapy, during which she came to appreciate her ownintelligence and assets, to identify her emptiness andhunger and distinguish it from genuine love, to realize howher hunger was driving her to initiate and cling torelationships that were detrimental to her, and to acceptthe necessity for the strictest kind of discipline over herhunger if she was to capitalize on her assets.",1,0,19693,7953
carefully,'kєәfuli,r. taking care or paying attention,"adv. 小心地, 谨慎地",,"If they love their children parents must,sparingly and carefully perhaps but nonetheless actively,confront and criticize them from time to time, just as theymust allow their children to confront and criticize themselvesin turn.",0,1,1328,1603
caretaker,'kєәteikә,"n. a custodian who is hired to take care of something (property or a person)
n. an official who performs the duties of an office temporarily","n. 照顾者, 看管者, 看守人
[法] 看守员, 管理员, 看管人",,See us as strong and lovingcaretakers.,1,0,8671,9583
carpentry,'kɑ:pintri,n. the craft of a carpenter: making things out of wood,"n. 木工手艺, 木工业, 木器",gre,"Often they attempt to attain itby simply imitating the superficialities of saints, retiringto the desert or taking up carpentry.",0,0,21911,20170
carpetbag,'kɑ:pitbæg,"n. traveling bag made of carpet; widely used in 19th century
a. following the practices or characteristic of carpetbaggers
s. presumptuously seeking success or a position in a new locality",n. 毯制的旅行袋,,"Throughout the first year of therapyshe in-variably dressed in badly fitting clothes of blue,gray, black or brown, and carried with her an enormous,filthy and ragged carpetbag of similar hue.",0,0,0,39913
Cartesian,kɑ:'ti:ziәn,"n. a follower of Cartesian thought
a. of or relating to Rene Descartes or his works","a. 笛卡尔的, 笛卡尔哲学的
n. 笛卡尔主义者",,"Her excellent education had providedher with a weapon ideally suited to this purpose,namely, a highly polished Cartesian rationalism withan impeccably ""geometrical"" idea of reality.",0,0,24829,23158
casually,'kæʒjuәli,"r. not methodically or according to plan
r. in an unconcerned manner","adv. 偶然地, 临时地, 随便地",,"Parents, spouses and people in various otherThe Risk of Confrontation 151roles do this routinely and casually, leveling criticism left andright, shooting from the hip.",0,0,6697,6800
catechism,'kætikizm,"n. a series of question put to an individual (such as a political candidate) to elicit their views
n. an elementary book summarizing the principles of a Christian religion; written as questions and answers","n. (基督教的)教理问答, 一套问答",,No nun in herparochial school and no priest in her catechism class everencouraged Kathy to reasonably question religious doctrine orin any way whatever to think for herself.,0,0,21058,16819
cathect,kә'θekt,v inject with libidinal energy,vt.[心]将欲力集中于[见CATHEXIS],,This man has cathected hisgarden.,0,0,0,0
cathexis,kә'θeksis,n. (psychoanalysis) the libidinal energy invested in some idea or person or object,[医] 聚精会神,,"What transpires then in the course of many years ofloving, of extending our limits for our cathexes, is a gradualbut progressive enlargement of the self, an incorporationwithin of the world without, and a growth, a stretching and athinning of our ego boundaries.",0,0,0,43555
